日付け,終値,始値,高値,安値,出来高,変化率 %
2018年05月18日,83.22,83.20,83.45,83.03,,0.00%
2018年05月17日,83.22,82.98,83.41,82.85,,0.30%
2018年05月16日,82.97,82.47,83.00,82.17,,0.63%
2018年05月15日,82.45,82.53,82.72,82.16,,-0.10%
2018年05月14日,82.53,82.49,82.81,82.39,,0.01%
2018年05月11日,82.52,82.39,82.69,82.22,,0.13%
2018年05月10日,82.41,81.91,82.48,81.74,,0.60%
2018年05月09日,81.92,81.32,82.02,81.12,,0.66%
2018年05月08日,81.38,82.02,82.09,81.14,,-0.83%
2018年05月07日,82.06,82.12,82.34,81.81,,-0.30%
2018年05月04日,82.31,82.26,82.48,81.67,,0.09%
2018年05月03日,82.24,82.35,82.61,81.75,,-0.09%
2018年05月02日,82.31,82.31,82.69,82.08,,0.01%
2018年05月01日,82.30,82.36,82.55,82.02,,-0.04%
2018年04月30日,82.33,82.55,82.72,82.19,,-0.42%
2018年04月27日,82.68,82.59,82.73,82.36,,0.13%
2018年04月26日,82.57,82.78,82.94,82.51,,-0.24%
2018年04月25日,82.77,82.75,82.81,82.43,,0.02%
2018年04月24日,82.75,82.67,83.11,82.47,,0.10%
2018年04月23日,82.67,82.52,82.83,82.48,,0.07%
2018年04月20日,82.61,83.01,83.17,82.41,,-0.47%
2018年04月19日,83.00,83.52,83.97,82.86,,-0.56%
2018年04月18日,83.47,83.09,83.59,83.08,,0.43%
2018年04月17日,83.11,83.36,83.42,83.05,,-0.28%
2018年04月16日,83.34,83.35,83.68,83.10,,-0.06%
2018年04月13日,83.39,83.27,84.11,83.12,,0.19%
2018年04月12日,83.23,82.81,83.33,82.67,,0.50%
2018年04月11日,82.82,83.20,83.30,82.65,,-0.46%
2018年04月10日,83.20,82.20,83.40,82.06,,1.23%
2018年04月09日,82.19,81.99,82.59,81.90,,0.12%
2018年04月06日,82.09,82.55,82.62,81.92,,-0.52%
2018年04月05日,82.52,82.40,82.66,82.11,,0.15%
2018年04月04日,82.40,81.91,82.47,81.23,,0.59%
2018年04月03日,81.92,81.16,82.01,80.93,,0.92%
2018年04月02日,81.17,81.72,81.84,80.83,,-0.54%
2018年03月30日,81.61,81.71,81.87,81.48,,-0.13%
2018年03月29日,81.72,81.88,81.95,81.47,,-0.18%
2018年03月28日,81.87,80.91,82.01,80.77,,1.21%
2018年03月27日,80.89,81.67,81.92,80.86,,-0.96%
2018年03月26日,81.67,80.67,81.75,80.50,,1.30%
2018年03月23日,80.62,80.99,81.48,80.48,,-0.44%
2018年03月22日,80.98,82.38,82.47,80.97,,-1.65%
2018年03月21日,82.34,81.85,82.59,81.44,,0.59%
2018年03月20日,81.86,81.88,82.19,81.58,,-0.04%
2018年03月19日,81.89,81.86,82.03,81.25,,0.15%
2018年03月16日,81.77,82.95,83.00,81.72,,-1.41%
2018年03月15日,82.94,83.75,83.78,82.67,,-0.98%
2018年03月14日,83.76,83.73,84.26,83.44,,0.00%
2018年03月13日,83.76,83.80,84.57,83.55,,-0.02%
2018年03月12日,83.78,83.83,84.11,83.59,,-0.07%
2018年03月09日,83.84,82.77,83.94,82.64,,1.32%
2018年03月08日,82.75,83.00,83.19,82.48,,-0.30%
2018年03月07日,83.00,83.08,83.11,82.00,,-0.10%
2018年03月06日,83.08,82.47,83.33,82.14,,0.74%
2018年03月05日,82.47,82.16,82.50,81.48,,0.44%
2018年03月02日,82.11,82.39,82.62,81.55,,-0.35%
2018年03月01日,82.40,82.82,83.20,82.12,,-0.50%
2018年02月28日,82.81,83.58,83.81,82.77,,-0.96%
2018年02月27日,83.61,83.97,84.17,83.56,,-0.46%
2018年02月26日,84.00,83.75,84.17,83.61,,0.18%
2018年02月23日,83.85,83.77,83.88,83.26,,0.12%
2018年02月22日,83.75,84.11,84.14,83.50,,-0.43%
2018年02月21日,84.11,84.62,84.88,83.98,,-0.60%
2018年02月20日,84.62,84.36,84.85,84.20,,0.33%
2018年02月19日,84.34,84.11,84.53,83.98,,0.26%
2018年02月16日,84.12,84.33,84.69,83.91,,-0.24%
2018年02月15日,84.32,84.81,84.88,83.87,,-0.58%
2018年02月14日,84.81,84.77,84.92,83.31,,0.07%
2018年02月13日,84.75,85.38,85.59,84.25,,-0.78%
2018年02月12日,85.42,84.94,85.45,84.73,,0.47%
2018年02月09日,85.02,84.63,85.48,84.01,,0.48%
2018年02月08日,84.61,85.50,86.00,84.50,,-1.06%
2018年02月07日,85.52,86.62,86.75,85.42,,-1.28%
2018年02月06日,86.63,85.94,86.69,84.98,,0.79%
2018年02月05日,85.95,87.31,87.55,85.89,,-1.47%
2018年02月02日,87.23,87.98,88.03,87.19,,-0.82%
2018年02月01日,87.95,87.95,88.14,87.46,,-0.02%
2018年01月31日,87.97,87.92,88.52,87.64,,0.06%
2018年01月30日,87.92,88.19,88.33,87.42,,-0.31%
2018年01月29日,88.19,88.12,88.36,87.91,,0.01%
2018年01月26日,88.18,87.87,88.53,87.75,,0.43%
2018年01月25日,87.80,88.03,88.34,87.69,,-0.28%
2018年01月24日,88.05,88.24,88.46,87.87,,-0.23%
2018年01月23日,88.25,88.94,89.08,87.86,,-0.76%
2018年01月22日,88.93,88.52,89.00,88.25,,0.44%
2018年01月19日,88.54,88.89,89.05,88.38,,-0.39%
2018年01月18日,88.89,88.70,89.02,88.41,,0.24%
2018年01月17日,88.68,87.93,89.02,87.83,,0.84%
2018年01月16日,87.94,88.05,88.44,87.69,,-0.12%
2018年01月15日,88.05,87.78,88.20,87.67,,0.22%
2018年01月12日,87.86,87.78,87.89,87.32,,0.08%
2018年01月11日,87.79,87.40,88.10,87.28,,0.45%
2018年01月10日,87.40,88.14,88.18,87.19,,-0.84%
2018年01月09日,88.14,88.69,88.86,87.83,,-0.60%
2018年01月08日,88.67,88.78,89.08,88.45,,-0.28%
2018年01月05日,88.92,88.66,89.12,88.44,,0.28%
