日付け,終値,始値,高値,安値,出来高,変化率 %
2021年10月22日,167.77,168.67,169.54,166.67,10.70M,0.61%
2021年10月21日,166.75,166.69,166.94,166.25,4.41M,-0.09%
2021年10月20日,166.90,166.15,167.11,165.93,5.02M,0.88%
2021年10月19日,165.45,166.50,166.50,165.21,6.59M,0.32%
2021年10月18日,164.92,165.42,165.59,164.81,4.03M,-0.25%
2021年10月15日,165.33,165.39,166.09,165.10,8.70M,-1.59%
2021年10月14日,168.00,168.20,168.22,167.72,5.08M,0.24%
2021年10月13日,167.59,165.28,167.92,165.28,11.12M,1.78%
2021年10月12日,164.66,164.58,165.43,164.32,5.45M,0.45%
2021年10月11日,163.92,164.07,164.58,163.92,3.82M,-0.19%
2021年10月08日,164.23,166.32,166.42,164.13,8.54M,0.04%
2021年10月07日,164.16,164.02,164.85,163.97,4.79M,-0.53%
2021年10月06日,165.03,164.28,165.05,164.16,6.07M,0.27%
2021年10月05日,164.59,163.94,164.85,163.49,5.62M,-0.47%
2021年10月04日,165.36,163.70,165.53,163.49,7.65M,0.47%
2021年10月01日,164.59,164.27,164.96,163.88,6.65M,0.23%
2021年09月30日,164.22,162.65,164.95,162.36,10.57M,1.80%
2021年09月29日,161.32,162.32,162.73,160.98,8.36M,-0.45%
2021年09月28日,162.05,162.76,162.80,161.74,9.28M,-0.97%
2021年09月27日,163.64,163.85,164.36,163.52,4.94M,0.21%
2021年09月24日,163.30,163.00,164.00,162.74,6.94M,-0.13%
2021年09月23日,163.51,164.09,164.20,163.27,8.45M,-1.15%
2021年09月22日,165.42,165.92,167.14,165.05,9.78M,-0.37%
2021年09月21日,166.04,165.79,166.62,165.52,7.18M,0.67%
2021年09月20日,164.94,164.27,165.26,164.08,7.57M,0.71%
2021年09月17日,163.77,163.86,164.32,163.40,8.37M,-0.16%
2021年09月16日,164.03,164.35,164.44,163.24,11.78M,-2.26%
2021年09月15日,167.83,168.13,168.35,167.46,5.62M,-0.59%
2021年09月14日,168.82,168.25,169.16,167.50,7.92M,0.64%
